# Tiempo: 0.000000
# k	zE	zH	Ex	Hy
59	59.0000000000	59.5000000000	0.0075895157	0.0191608776
60	60.0000000000	60.5000000000	-0.0170559306	-0.0191483561
61	61.0000000000	61.5000000000	0.0161110287	0.0247636445
62	62.0000000000	62.5000000000	-0.0243658597	-0.0265499463
63	63.0000000000	63.5000000000	0.0255037219	0.0314891799
64	64.0000000000	64.5000000000	-0.0320211994	-0.0353320613
65	65.0000000000	65.5000000000	0.0364183047	0.0413487557
66	66.0000000000	66.5000000000	-0.0414684436	-0.0466990997
67	67.0000000000	67.5000000000	0.0498556245	0.0538492670
68	68.0000000000	68.5000000000	-0.0538315032	-0.0591162794
69	69.0000000000	69.5000000000	0.0620700363	0.0645160571
70	70.0000000000	70.5000000000	-0.0672853139	-0.0721595337
71	71.0000000000	71.5000000000	0.0740281387	0.0743113782
72	72.0000000000	72.5000000000	-0.0799548646	-0.0839814083
73	73.0000000000	73.5000000000	0.0864790452	0.0848447389
74	74.0000000000	74.5000000000	-0.0906551044	-0.0915064392
75	75.0000000000	75.5000000000	0.0968338238	0.0931818537
76	76.0000000000	76.5000000000	-0.0982588096	-0.0958052986
77	77.0000000000	77.5000000000	0.1026134959	0.0980957915
78	78.0000000000	78.5000000000	-0.1020250871	-0.0978172835
79	79.0000000000	79.5000000000	0.1043267121	0.1008392056
80	80.0000000000	80.5000000000	-0.1045876022	-0.0971163739
81	81.0000000000	81.5000000000	0.1030253839	0.0988650392
82	82.0000000000	82.5000000000	-0.1049605207	-0.0960889231
83	83.0000000000	83.5000000000	0.1006054701	0.0943798102
84	84.0000000000	84.5000000000	-0.1030638303	-0.0937971232
85	85.0000000000	85.5000000000	0.0981644224	0.0898555217
86	86.0000000000	86.5000000000	-0.0987785493	-0.0900209778
87	87.0000000000	87.5000000000	0.0975543201	0.0874706931
88	88.0000000000	88.5000000000	-0.0945094192	-0.0861328522
89	89.0000000000	89.5000000000	0.0961750829	0.0854523122
90	90.0000000000	90.5000000000	-0.0908838678	-0.0824626351
91	91.0000000000	91.5000000000	0.0914833336	0.0808635857
92	92.0000000000	92.5000000000	-0.0856361099	-0.0773947528
93	93.0000000000	93.5000000000	0.0848901415	0.0751553698
94	94.0000000000	94.5000000000	-0.0807839813	-0.0700987029
95	95.0000000000	95.5000000000	0.0750752225	0.0652738780
96	96.0000000000	96.5000000000	-0.0735597493	-0.0607012301
97	97.0000000000	97.5000000000	0.0631765695	0.0518750306
98	98.0000000000	98.5000000000	-0.0611405891	-0.0484864885
99	99.0000000000	99.5000000000	0.0520572280	0.0402163156
100	100.0000000000	100.5000000000	-0.0473752435	-0.0351641235
101	101.0000000000	101.5000000000	0.0416059429	0.0296198642
102	102.0000000000	102.5000000000	-0.0336636894	-0.0224598269
103	103.0000000000	103.5000000000	0.0308942535	0.0193517855
104	104.0000000000	104.5000000000	-0.0207034276	-0.0123449401
105	105.0000000000	105.5000000000	0.0194729735	0.0097605486
106	106.0000000000	106.5000000000	-0.0092941989	-0.0017822860
107	107.0000000000	107.5000000000	0.0064438819	-0.0010927204
108	108.0000000000	108.5000000000	0.0004956701	0.0091360672
109	109.0000000000	109.5000000000	-0.0085393912	-0.0151504865
110	110.0000000000	110.5000000000	0.0115070191	0.0199791649
111	111.0000000000	111.5000000000	-0.0242419734	-0.0304119999
112	112.0000000000	112.5000000000	0.0248569868	0.0326658072
113	113.0000000000	113.5000000000	-0.0375346110	-0.0438392032
114	114.0000000000	114.5000000000	0.0388765218	0.0450338183
115	115.0000000000	115.5000000000	-0.0471461074	-0.0538025649
116	116.0000000000	116.5000000000	0.0517677878	0.0560389754
117	117.0000000000	117.5000000000	-0.0554038288	-0.0616370476
118	118.0000000000	118.5000000000	0.0640983785	0.0662477833
119	119.0000000000	119.5000000000	-0.0627966795	-0.0671134946
120	120.0000000000	120.5000000000	0.0755197940	0.0761815867
121	121.0000000000	121.5000000000	-0.0706808844	-0.0715536874
122	122.0000000000	122.5000000000	0.0836345079	0.0851584056
123	123.0000000000	123.5000000000	-0.0820182073	-0.0800426462
124	124.0000000000	124.5000000000	0.0912947572	0.0904385943
125	125.0000000000	125.5000000000	-0.0930551753	-0.0880101292
126	126.0000000000	126.5000000000	0.0961293784	0.0923535982
127	127.0000000000	127.5000000000	-0.1013577619	-0.0940526043
128	128.0000000000	128.5000000000	0.0968628427	0.0913349152
129	129.0000000000	129.5000000000	-0.1068752717	-0.0996069342
130	130.0000000000	130.5000000000	0.0955261820	0.0888155191
131	131.0000000000	131.5000000000	-0.1102171364	-0.1029755715
132	132.0000000000	132.5000000000	0.0938812789	0.0871927620
133	133.0000000000	133.5000000000	-0.1114567526	-0.1041446228
134	134.0000000000	134.5000000000	0.0940614059	0.0875197670
135	135.0000000000	135.5000000000	-0.1081170702	-0.1025850562
136	136.0000000000	136.5000000000	0.0952552973	0.0888065632
137	137.0000000000	137.5000000000	-0.1018225013	-0.0977778688
138	138.0000000000	138.5000000000	0.0966384122	0.0887249988
139	139.0000000000	139.5000000000	-0.0910631678	-0.0878937859
140	140.0000000000	140.5000000000	0.0978701234	0.0883128614
141	141.0000000000	141.5000000000	-0.0743425525	-0.0729007952
142	142.0000000000	142.5000000000	0.0988098673	0.0901492193
143	143.0000000000	143.5000000000	-0.0574523238	-0.0566443025
144	144.0000000000	144.5000000000	0.1002293045	0.0930533124
145	145.0000000000	145.5000000000	-0.0405535072	-0.0395511998
146	146.0000000000	146.5000000000	0.1017721999	0.0941784883
147	147.0000000000	147.5000000000	-0.0210635687	-0.0201778262
148	148.0000000000	148.5000000000	0.1034918155	0.0943971059
149	149.0000000000	149.5000000000	0.0008407763	0.0014866440
150	150.0000000000	150.5000000000	0.1024903711	0.0933340433
151	151.0000000000	151.5000000000	0.0229913223	0.0235878531
152	152.0000000000	152.5000000000	0.0986140616	0.0905211210
153	153.0000000000	153.5000000000	0.0438477635	0.0453855856
154	154.0000000000	154.5000000000	0.0953005629	0.0877833531
155	155.0000000000	155.5000000000	0.0636405378	0.0655956135
156	156.0000000000	156.5000000000	0.0918488314	0.0846140701
157	157.0000000000	157.5000000000	0.0829741161	0.0851911301
158	158.0000000000	158.5000000000	0.0859919555	0.0793153466
159	159.0000000000	159.5000000000	0.1013779181	0.1042479876
160	160.0000000000	160.5000000000	0.0775790711	0.0706807450
161	161.0000000000	161.5000000000	0.1185974659	0.1215022625
162	162.0000000000	162.5000000000	0.0684363037	0.0618631359
163	163.0000000000	163.5000000000	0.1341620279	0.1375528876
164	164.0000000000	164.5000000000	0.0592026976	0.0551195831
165	165.0000000000	165.5000000000	0.1461305981	0.1502770328
166	166.0000000000	166.5000000000	0.0486321337	0.0456135547
167	167.0000000000	167.5000000000	0.1556374819	0.1597920733
168	168.0000000000	168.5000000000	0.0373124508	0.0338994128
169	169.0000000000	169.5000000000	0.1640820042	0.1681535976
170	170.0000000000	170.5000000000	0.0254649175	0.0222339988
171	171.0000000000	171.5000000000	0.1707381513	0.1755004317
172	172.0000000000	172.5000000000	0.0121603341	0.0110323905
173	173.0000000000	173.5000000000	0.1736904692	0.1779035583
174	174.0000000000	174.5000000000	-0.0004458432	0.0011718158
175	175.0000000000	175.5000000000	0.1716355869	0.1762067517
176	176.0000000000	176.5000000000	-0.0122837444	-0.0113074289
177	177.0000000000	177.5000000000	0.1689030481	0.1739091897
178	178.0000000000	178.5000000000	-0.0246304688	-0.0238958785
179	179.0000000000	179.5000000000	0.1654168520	0.1693303648
180	180.0000000000	180.5000000000	-0.0370480923	-0.0341699242
181	181.0000000000	181.5000000000	0.1575356188	0.1613519295
182	182.0000000000	182.5000000000	-0.0491426172	-0.0441922779
183	183.0000000000	183.5000000000	0.1455586758	0.1498592108
184	184.0000000000	184.5000000000	-0.0596551872	-0.0540407840
185	185.0000000000	185.5000000000	0.1320554076	0.1356450778
186	186.0000000000	186.5000000000	-0.0681039512	-0.0637858156
187	187.0000000000	187.5000000000	0.1189972363	0.1217859532
188	188.0000000000	188.5000000000	-0.0771001350	-0.0712627663
189	189.0000000000	189.5000000000	0.1026973235	0.1055811975
190	190.0000000000	190.5000000000	-0.0862402297	-0.0781108207
191	191.0000000000	191.5000000000	0.0831066131	0.0850051849
192	192.0000000000	192.5000000000	-0.0914807381	-0.0836529450
193	193.0000000000	193.5000000000	0.0627154465	0.0646561452
194	194.0000000000	194.5000000000	-0.0950001262	-0.0877388342
195	195.0000000000	195.5000000000	0.0428315559	0.0442856848
196	196.0000000000	196.5000000000	-0.0985949888	-0.0913882267
197	197.0000000000	197.5000000000	0.0230803519	0.0230132692
198	198.0000000000	198.5000000000	-0.1011760196	-0.0920789937
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 472.500000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	0.0080587298	-0.0072958814
2	2.0000000000	2.5000000000	0.0001576335	-0.0000650300
3	3.0000000000	3.5000000000	0.0074718375	-0.0082183281
4	4.0000000000	4.5000000000	-0.0000204976	-0.0004674289
5	5.0000000000	5.5000000000	0.0071316271	-0.0080291998
6	6.0000000000	6.5000000000	0.0002670707	0.0002888179
7	7.0000000000	7.5000000000	0.0073235900	-0.0066767886
8	8.0000000000	8.5000000000	0.0006923464	0.0001065528
9	9.0000000000	9.5000000000	0.0070623927	-0.0059946940
10	10.0000000000	10.5000000000	0.0000406288	-0.0006687759
11	11.0000000000	11.5000000000	0.0055535501	-0.0065262353
12	12.0000000000	12.5000000000	0.0005541704	-0.0003144532
13	13.0000000000	13.5000000000	0.0051334421	-0.0058414453
14	14.0000000000	14.5000000000	0.0005958201	0.0001722528
15	15.0000000000	15.5000000000	0.0048327417	-0.0044191910
16	16.0000000000	16.5000000000	0.0003359535	-0.0004743140
17	17.0000000000	17.5000000000	0.0042662703	-0.0031730027
18	18.0000000000	18.5000000000	0.0010232635	-0.0001717971
19	19.0000000000	19.5000000000	0.0025093632	-0.0030967034
20	20.0000000000	20.5000000000	0.0007339950	-0.0003468472
21	21.0000000000	21.5000000000	0.0015243971	-0.0024219183
22	22.0000000000	22.5000000000	-0.0000065816	-0.0006123158
23	23.0000000000	23.5000000000	0.0011342942	-0.0009789398
24	24.0000000000	24.5000000000	0.0009076211	-0.0001096708
25	25.0000000000	25.5000000000	0.0006313259	0.0004208339
26	26.0000000000	26.5000000000	0.0012342239	-0.0000480718
27	27.0000000000	27.5000000000	-0.0009032826	0.0011859136
28	28.0000000000	28.5000000000	0.0004966235	-0.0004197180
29	29.0000000000	29.5000000000	-0.0030814270	0.0014948193
30	30.0000000000	30.5000000000	0.0002952316	-0.0007911663
31	31.0000000000	31.5000000000	-0.0024527562	0.0029190610
32	32.0000000000	32.5000000000	0.0002668651	-0.0003353855
33	33.0000000000	33.5000000000	-0.0028275278	0.0039102175
34	34.0000000000	34.5000000000	0.0009723362	-0.0000503753
35	35.0000000000	35.5000000000	-0.0047198916	0.0049050451
36	36.0000000000	36.5000000000	0.0009907031	-0.0002542758
37	37.0000000000	37.5000000000	-0.0054765191	0.0060007102
38	38.0000000000	38.5000000000	-0.0004166586	-0.0013797881
39	39.0000000000	39.5000000000	-0.0054507093	0.0065316819
40	40.0000000000	40.5000000000	-0.0012652105	-0.0017135489
41	41.0000000000	41.5000000000	-0.0053332635	0.0067637357
42	42.0000000000	42.5000000000	0.0001227027	-0.0016420351
43	43.0000000000	43.5000000000	-0.0044109039	0.0093810850
44	44.0000000000	44.5000000000	-0.0009301368	-0.0025026022
45	45.0000000000	45.5000000000	-0.0042344883	0.0114602565
46	46.0000000000	46.5000000000	-0.0038127511	-0.0056091033
47	47.0000000000	47.5000000000	-0.0029457411	0.0122793548
48	48.0000000000	48.5000000000	-0.0054683067	-0.0092441441
49	49.0000000000	49.5000000000	0.0010872690	0.0152736950
50	50.0000000000	50.5000000000	-0.0086052267	-0.0122762795
51	51.0000000000	51.5000000000	0.0057074261	0.0196877530
52	52.0000000000	52.5000000000	-0.0125956864	-0.0178293914
53	53.0000000000	53.5000000000	0.0119202695	0.0262268726
54	54.0000000000	54.5000000000	-0.0183337545	-0.0263363680
55	55.0000000000	55.5000000000	0.0203216619	0.0338118156
56	56.0000000000	56.5000000000	-0.0270212764	-0.0361707642
57	57.0000000000	57.5000000000	0.0297477007	0.0415130534
58	58.0000000000	58.5000000000	-0.0371070235	-0.0473645783
59	59.0000000000	59.5000000000	0.0414215024	0.0518635030
60	60.0000000000	60.5000000000	-0.0485024831	-0.0605262339
61	61.0000000000	61.5000000000	0.0564837820	0.0643975306
62	62.0000000000	62.5000000000	-0.0596919951	-0.0713206083
63	63.0000000000	63.5000000000	0.0693995581	0.0763624447
64	64.0000000000	64.5000000000	-0.0716696153	-0.0827585607
65	65.0000000000	65.5000000000	0.0799586114	0.0870065240
66	66.0000000000	66.5000000000	-0.0840231680	-0.0936719280
67	67.0000000000	67.5000000000	0.0898800379	0.0953674272
68	68.0000000000	68.5000000000	-0.0938136354	-0.0996858561
69	69.0000000000	69.5000000000	0.0968213410	0.0999933100
70	70.0000000000	70.5000000000	-0.0996725012	-0.1022748102
71	71.0000000000	71.5000000000	0.1006412778	0.1020057942
72	72.0000000000	72.5000000000	-0.1014220100	-0.1011689910
73	73.0000000000	73.5000000000	0.1013894417	0.1027567803
74	74.0000000000	74.5000000000	-0.1006382862	-0.0983510513
75	75.0000000000	75.5000000000	0.0997737296	0.1004675615
76	76.0000000000	76.5000000000	-0.0992474420	-0.0960299964
77	77.0000000000	77.5000000000	0.0965154334	0.0952355497
78	78.0000000000	78.5000000000	-0.0973322393	-0.0937899675
79	79.0000000000	79.5000000000	0.0934875972	0.0904279340
80	80.0000000000	80.5000000000	-0.0941566080	-0.0909143275
81	81.0000000000	81.5000000000	0.0930562269	0.0869361431
82	82.0000000000	82.5000000000	-0.0912352100	-0.0866582767
83	83.0000000000	83.5000000000	0.0912777840	0.0828912599
84	84.0000000000	84.5000000000	-0.0862398090	-0.0804866740
85	85.0000000000	85.5000000000	0.0859694450	0.0776257499
86	86.0000000000	86.5000000000	-0.0799427672	-0.0726425831
87	87.0000000000	87.5000000000	0.0781479781	0.0701078164
88	88.0000000000	88.5000000000	-0.0733796891	-0.0628983894
89	89.0000000000	89.5000000000	0.0670888097	0.0580738820
90	90.0000000000	90.5000000000	-0.0638615266	-0.0513854111
91	91.0000000000	91.5000000000	0.0540370505	0.0435334967
92	92.0000000000	92.5000000000	-0.0515566513	-0.0393334682
93	93.0000000000	93.5000000000	0.0434715649	0.0313135409
94	94.0000000000	94.5000000000	-0.0384730789	-0.0261212911
95	95.0000000000	95.5000000000	0.0337854716	0.0205337999
96	96.0000000000	96.5000000000	-0.0259811305	-0.0142161749
97	97.0000000000	97.5000000000	0.0229579785	0.0097481402
98	98.0000000000	98.5000000000	-0.0141794507	-0.0038448730
99	99.0000000000	99.5000000000	0.0118335786	-0.0003921762
100	100.0000000000	100.5000000000	-0.0034153494	0.0083860530
101	101.0000000000	101.5000000000	-0.0021086938	-0.0128804355
102	102.0000000000	102.5000000000	0.0068815252	0.0199821373
103	103.0000000000	103.5000000000	-0.0165074141	-0.0281250084
104	104.0000000000	104.5000000000	0.0194149501	0.0328236940
105	105.0000000000	105.5000000000	-0.0305660625	-0.0424477579
106	106.0000000000	106.5000000000	0.0337610104	0.0459604829
107	107.0000000000	107.5000000000	-0.0413572190	-0.0532955865
108	108.0000000000	108.5000000000	0.0468222652	0.0574508177
109	109.0000000000	109.5000000000	-0.0496583075	-0.0618425054
110	110.0000000000	110.5000000000	0.0581210296	0.0672663883
111	111.0000000000	111.5000000000	-0.0590877199	-0.0690443515
112	112.0000000000	112.5000000000	0.0682237859	0.0754658968
113	113.0000000000	113.5000000000	-0.0683603437	-0.0755030401
114	114.0000000000	114.5000000000	0.0755412358	0.0831366440
115	115.0000000000	115.5000000000	-0.0788077184	-0.0838673003
116	116.0000000000	116.5000000000	0.0818298715	0.0893116510
117	117.0000000000	117.5000000000	-0.0898637295	-0.0935241071
118	118.0000000000	118.5000000000	0.0882119222	0.0929596076
119	119.0000000000	119.5000000000	-0.0965286457	-0.0998424665
120	120.0000000000	120.5000000000	0.0928257718	0.0954827615
121	121.0000000000	121.5000000000	-0.0982378108	-0.1018074023
122	122.0000000000	122.5000000000	0.0963842953	0.0977979973
123	123.0000000000	123.5000000000	-0.0980201933	-0.1015807741
124	124.0000000000	124.5000000000	0.0989760264	0.0993723476
125	125.0000000000	125.5000000000	-0.0971244221	-0.0988623077
126	126.0000000000	126.5000000000	0.1020359228	0.1014787265
127	127.0000000000	127.5000000000	-0.0958075650	-0.0945678385
128	128.0000000000	128.5000000000	0.1035120604	0.1017072897
129	129.0000000000	129.5000000000	-0.0948794812	-0.0908909591
130	130.0000000000	130.5000000000	0.1012820566	0.0967678808
131	131.0000000000	131.5000000000	-0.0934917388	-0.0865713519
132	132.0000000000	132.5000000000	0.0956108523	0.0879874588
133	133.0000000000	133.5000000000	-0.0905121031	-0.0804797446
134	134.0000000000	134.5000000000	0.0859002095	0.0765384159
135	135.0000000000	135.5000000000	-0.0858869010	-0.0749360102
136	136.0000000000	136.5000000000	0.0745182707	0.0660052159
137	137.0000000000	137.5000000000	-0.0822893353	-0.0706510858
138	138.0000000000	138.5000000000	0.0637516524	0.0549586962
139	139.0000000000	139.5000000000	-0.0766976198	-0.0645110679
140	140.0000000000	140.5000000000	0.0535621004	0.0426020302
141	141.0000000000	141.5000000000	-0.0648164055	-0.0548964258
142	142.0000000000	142.5000000000	0.0439996178	0.0327815530
143	143.0000000000	143.5000000000	-0.0501883866	-0.0420880102
144	144.0000000000	144.5000000000	0.0343741374	0.0230941712
145	145.0000000000	145.5000000000	-0.0331491122	-0.0263282071
146	146.0000000000	146.5000000000	0.0264273099	0.0160990399
147	147.0000000000	147.5000000000	-0.0140571289	-0.0089248591
148	148.0000000000	148.5000000000	0.0224084738	0.0125930253
149	149.0000000000	149.5000000000	0.0066104114	0.0102139548
150	150.0000000000	150.5000000000	0.0196091949	0.0096698710
151	151.0000000000	151.5000000000	0.0287912545	0.0315801508
152	152.0000000000	152.5000000000	0.0155207058	0.0058362680
153	153.0000000000	153.5000000000	0.0521740940	0.0537267872
154	154.0000000000	154.5000000000	0.0133792776	0.0028066241
155	155.0000000000	155.5000000000	0.0762016707	0.0771469829
156	156.0000000000	156.5000000000	0.0116089224	0.0031069668
157	157.0000000000	157.5000000000	0.0975741618	0.0985664682
158	158.0000000000	158.5000000000	0.0100597739	0.0035589983
159	159.0000000000	159.5000000000	0.1170732730	0.1176966795
160	160.0000000000	160.5000000000	0.0097104547	0.0020623824
161	161.0000000000	161.5000000000	0.1364567748	0.1369330188
162	162.0000000000	162.5000000000	0.0084069121	0.0008322987
163	163.0000000000	163.5000000000	0.1546308059	0.1548718246
164	164.0000000000	164.5000000000	0.0067269790	0.0007787802
165	165.0000000000	165.5000000000	0.1701427111	0.1703303805
166	166.0000000000	166.5000000000	0.0046050230	0.0013787035
167	167.0000000000	167.5000000000	0.1802799197	0.1806569779
168	168.0000000000	168.5000000000	0.0042538565	0.0011375293
169	169.0000000000	169.5000000000	0.1887975757	0.1894308700
170	170.0000000000	170.5000000000	0.0037651455	0.0003045072
171	171.0000000000	171.5000000000	0.1971481688	0.1972726218
172	172.0000000000	172.5000000000	0.0014709486	0.0000180649
173	173.0000000000	173.5000000000	0.2002779484	0.2003649364
174	174.0000000000	174.5000000000	-0.0007775539	-0.0001923331
175	175.0000000000	175.5000000000	0.1993041054	0.1996363731
176	176.0000000000	176.5000000000	-0.0018488316	-0.0000516959
177	177.0000000000	177.5000000000	0.1955173752	0.1962323753
178	178.0000000000	178.5000000000	-0.0018841261	-0.0001652798
179	179.0000000000	179.5000000000	0.1901586982	0.1903137995
180	180.0000000000	180.5000000000	-0.0036105634	-0.0006579478
181	181.0000000000	181.5000000000	0.1817506842	0.1816114745
182	182.0000000000	182.5000000000	-0.0064363266	-0.0012447582
183	183.0000000000	183.5000000000	0.1685464390	0.1691717203
184	184.0000000000	184.5000000000	-0.0070513116	-0.0014634163
185	185.0000000000	185.5000000000	0.1536074862	0.1538547683
186	186.0000000000	186.5000000000	-0.0069570813	-0.0006275873
187	187.0000000000	187.5000000000	0.1367160774	0.1369149832
188	188.0000000000	188.5000000000	-0.0081206505	-0.0010096067
189	189.0000000000	189.5000000000	0.1180177859	0.1181164661
190	190.0000000000	190.5000000000	-0.0102201225	-0.0023091126
191	191.0000000000	191.5000000000	0.0963754095	0.0963930936
192	192.0000000000	192.5000000000	-0.0109629723	-0.0020861884
193	193.0000000000	193.5000000000	0.0730478200	0.0733757053
194	194.0000000000	194.5000000000	-0.0097695393	-0.0010417529
195	195.0000000000	195.5000000000	0.0498632879	0.0501133568
196	196.0000000000	196.5000000000	-0.0107128108	-0.0014555545
197	197.0000000000	197.5000000000	0.0253030095	0.0249385062
198	198.0000000000	198.5000000000	-0.0118057790	-0.0023580945
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 476.250000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	0.0069523778	-0.0067077632
2	2.0000000000	2.5000000000	-0.0007124421	-0.0003373213
3	3.0000000000	3.5000000000	0.0077140553	-0.0073492193
4	4.0000000000	4.5000000000	-0.0010142683	0.0009489696
5	5.0000000000	5.5000000000	0.0066962661	-0.0073794578
6	6.0000000000	6.5000000000	-0.0004939591	0.0017446576
7	7.0000000000	7.5000000000	0.0065240385	-0.0061102221
8	8.0000000000	8.5000000000	-0.0010974023	0.0015894566
9	9.0000000000	9.5000000000	0.0063779438	-0.0051800766
10	10.0000000000	10.5000000000	-0.0025761831	0.0014428674
11	11.0000000000	11.5000000000	0.0053093035	-0.0062424384
12	12.0000000000	12.5000000000	-0.0020639656	0.0020420458
13	13.0000000000	13.5000000000	0.0050402752	-0.0055583895
14	14.0000000000	14.5000000000	-0.0014245689	0.0031682199
15	15.0000000000	15.5000000000	0.0047128219	-0.0032453365
16	16.0000000000	16.5000000000	-0.0028923735	0.0028868779
17	17.0000000000	17.5000000000	0.0031132433	-0.0033033972
18	18.0000000000	18.5000000000	-0.0027472147	0.0023933941
19	19.0000000000	19.5000000000	0.0026091906	-0.0029880594
20	20.0000000000	20.5000000000	-0.0028664917	0.0029098735
21	21.0000000000	21.5000000000	0.0020831691	-0.0021382784
22	22.0000000000	22.5000000000	-0.0029730170	0.0037960622
23	23.0000000000	23.5000000000	0.0007889086	-0.0007575859
24	24.0000000000	24.5000000000	-0.0024950884	0.0032531682
25	25.0000000000	25.5000000000	0.0003638147	0.0009201746
26	26.0000000000	26.5000000000	-0.0031938656	0.0026761670
27	27.0000000000	27.5000000000	-0.0007869179	0.0006754159
28	28.0000000000	28.5000000000	-0.0033748822	0.0030832341
29	29.0000000000	29.5000000000	-0.0022460629	0.0012265907
30	30.0000000000	30.5000000000	-0.0030330227	0.0024360137
31	31.0000000000	31.5000000000	-0.0015460728	0.0035634291
32	32.0000000000	32.5000000000	-0.0029457659	0.0022871315
33	33.0000000000	33.5000000000	-0.0017732005	0.0050443931
34	34.0000000000	34.5000000000	-0.0034218053	0.0014494078
35	35.0000000000	35.5000000000	-0.0034986151	0.0053367778
36	36.0000000000	36.5000000000	-0.0038913162	-0.0009456808
37	37.0000000000	37.5000000000	-0.0021658785	0.0073503856
38	38.0000000000	38.5000000000	-0.0054549503	-0.0024036369
39	39.0000000000	39.5000000000	-0.0002471692	0.0100866424
40	40.0000000000	40.5000000000	-0.0065561284	-0.0051373440
41	41.0000000000	41.5000000000	0.0019448213	0.0130675669
42	42.0000000000	42.5000000000	-0.0081509699	-0.0097265822
43	43.0000000000	43.5000000000	0.0053926857	0.0179154739
44	44.0000000000	44.5000000000	-0.0125091170	-0.0154888186
45	45.0000000000	45.5000000000	0.0101469975	0.0232864164
46	46.0000000000	46.5000000000	-0.0188109365	-0.0239115601
47	47.0000000000	47.5000000000	0.0179087987	0.0296738663
48	48.0000000000	48.5000000000	-0.0251102339	-0.0336255950
49	49.0000000000	49.5000000000	0.0283412356	0.0395356693
50	50.0000000000	50.5000000000	-0.0327372509	-0.0434305566
51	51.0000000000	51.5000000000	0.0388185122	0.0507572279
52	52.0000000000	52.5000000000	-0.0438624229	-0.0564879938
53	53.0000000000	53.5000000000	0.0503447940	0.0623732494
54	54.0000000000	54.5000000000	-0.0564323965	-0.0711936000
55	55.0000000000	55.5000000000	0.0638009463	0.0740434034
56	56.0000000000	56.5000000000	-0.0683081970	-0.0824752741
57	57.0000000000	57.5000000000	0.0758078947	0.0847017659
58	58.0000000000	58.5000000000	-0.0789883107	-0.0922674345
59	59.0000000000	59.5000000000	0.0865067869	0.0954976545
60	60.0000000000	60.5000000000	-0.0882695370	-0.0998393069
61	61.0000000000	61.5000000000	0.0935009098	0.1028808981
62	62.0000000000	62.5000000000	-0.0947022287	-0.1039370106
63	63.0000000000	63.5000000000	0.0969716725	0.1055988902
64	64.0000000000	64.5000000000	-0.0987544877	-0.1050681554
65	65.0000000000	65.5000000000	0.0970532002	0.1049498718
66	66.0000000000	66.5000000000	-0.0997696866	-0.1039103586
67	67.0000000000	67.5000000000	0.0962757175	0.1027797948
68	68.0000000000	68.5000000000	-0.0968994334	-0.1002229474
69	69.0000000000	69.5000000000	0.0955171351	0.0999995099
70	70.0000000000	70.5000000000	-0.0930877496	-0.0962797352
71	71.0000000000	71.5000000000	0.0921333463	0.0963309064
72	72.0000000000	72.5000000000	-0.0903375282	-0.0939738941
73	73.0000000000	73.5000000000	0.0889462602	0.0923068505
74	74.0000000000	74.5000000000	-0.0879579658	-0.0917085249
75	75.0000000000	75.5000000000	0.0870238608	0.0876536940
76	76.0000000000	76.5000000000	-0.0853203448	-0.0872315707
77	77.0000000000	77.5000000000	0.0832837871	0.0813453706
78	78.0000000000	78.5000000000	-0.0800253966	-0.0790740073
79	79.0000000000	79.5000000000	0.0768622198	0.0738205357
80	80.0000000000	80.5000000000	-0.0713698780	-0.0686912632
81	81.0000000000	81.5000000000	0.0684582381	0.0655065371
82	82.0000000000	82.5000000000	-0.0620500672	-0.0561675180
83	83.0000000000	83.5000000000	0.0560739213	0.0521645588
84	84.0000000000	84.5000000000	-0.0509424253	-0.0440295544
85	85.0000000000	85.5000000000	0.0425622101	0.0377551173
86	86.0000000000	86.5000000000	-0.0392690221	-0.0329036409
87	87.0000000000	87.5000000000	0.0321886964	0.0253348744
88	88.0000000000	88.5000000000	-0.0283145839	-0.0209184793
89	89.0000000000	89.5000000000	0.0229134524	0.0131736363
90	90.0000000000	90.5000000000	-0.0163422957	-0.0088453030
91	91.0000000000	91.5000000000	0.0129678445	0.0026559311
92	92.0000000000	92.5000000000	-0.0048127002	0.0034663857
93	93.0000000000	93.5000000000	0.0014213763	-0.0081819373
94	94.0000000000	94.5000000000	0.0065415031	0.0170817244
95	95.0000000000	95.5000000000	-0.0122432846	-0.0216078543
96	96.0000000000	96.5000000000	0.0181192480	0.0301409831
97	97.0000000000	97.5000000000	-0.0269292327	-0.0370208187
98	98.0000000000	98.5000000000	0.0301939054	0.0423366646
99	99.0000000000	99.5000000000	-0.0398258323	-0.0509531883
100	100.0000000000	100.5000000000	0.0430560049	0.0542838062
101	101.0000000000	101.5000000000	-0.0483017385	-0.0607369329
102	102.0000000000	102.5000000000	0.0538319668	0.0645658080
103	103.0000000000	103.5000000000	-0.0562978217	-0.0691346088
104	104.0000000000	104.5000000000	0.0634661870	0.0738426265
105	105.0000000000	105.5000000000	-0.0650301013	-0.0763181701
106	106.0000000000	106.5000000000	0.0721446037	0.0824800835
107	107.0000000000	107.5000000000	-0.0741821351	-0.0833873422
108	108.0000000000	108.5000000000	0.0786283714	0.0897784845
